brand,name,weight,price
BENTON'S,"Blueberry Breakfast Biscuits, 5 pack",8.8 oz,$3.59
MILLVILLE,"Crispy Rice Cereal, 12 oz",12 oz,$2.15
MILLVILLE,"Honey Graham Squares, 12 oz",12 oz,$2.49
FIT & ACTIVE,"Vitality Cereal Vanilla Almond, 12.4 oz",12.4 oz,$2.99
ELEVATION,"Double Chocolate Protein Meal Bars, 6 count",6 ct,$5.49
SIMPLY NATURE,"Organic Oats and Flax Instant Oatmeal Packets, 8 count",11.29 oz,$2.75
MILLVILLE,"Quick Oats, 42 oz",42 oz,$4.39
ELEVATION,"Strawberry Protein Meal Bar, 6 count",6 ct,$5.49
SIMPLY NATURE,"Organic Pumpkin Seed & Flax Granola Cereal, 11.5 oz",11.5 oz,$2.65
MILLVILLE,"Honey Crunch 'n Oats with Almonds Cereal, 18 oz",18 oz,$2.95
MILLVILLE,"Crispy Oats Cereal, 12 oz",12 oz,$1.85
MILLVILLE,"Traditional Steel Cut Oats Canister, 30 oz",30 oz,$3.09
MILLVILLE,"Cherry Fruit and Grain Cereal Bars, 8 count",8 ct,$2.19
MILLVILLE,"Bran Flakes, 18 oz",18 oz,$3.15
MILLVILLE,"Family Size Frosted Flakes, 26.8 oz",26.8 oz,$3.85
SIMPLY NATURE,"Organic Coconut Chia Granola Cereal, 12.3 oz",12.3 oz,$2.65
MILLVILLE,"Whole Grain Oats, Almonds and Honey Crunchy Granola, 14 oz",14 oz,$2.55
MILLVILLE,"Peanut Sweet and Salty Nut Granola Bars, 6 count",6 ct,$2.39
MILLVILLE,"Maple and Brown Sugar Instant Oatmeal, 10 count",15.1 oz,$2.05
MILLVILLE,"Quick Cook Steel Cut Oats Canister, 25 oz",25 oz,$3.09
MILLVILLE,"Almond Sweet and Salty Nut Granola Bars, 6 count",6 ct,$2.39
ELEVATION,"Apple Pie Pure and Simple Fruit and Nut Bars, 5 count",5 ct,$5.05
MILLVILLE,"Strawberry Fruit & Grain Cereal Bars, 8 count",8 ct,$2.19
FIT & ACTIVE,"Vitality Cereal with Red Berries, 11.2 oz",11.2 oz,$2.99
MILLVILLE,"Fruit Rounds Cereal, 12.2 oz",12.2 oz,$1.85
MILLVILLE,"Oats 'n Honey Protein Crunchy Granola, 11 oz",11 oz,$2.65
MILLVILLE,"Fruit and Nut Trail Mix Chewy Granola Bars, 6 count",6 ct,$1.99
MILLVILLE,"Peanut Butter Crunchy Granola Bar 2 packs, 6 count",6 ct,$2.49
ELEVATION,"Peanut Butter Cookie Pure and Simple Fruit and Nut Bars, 5 count",5 ct,$5.05
MILLVILLE,"Corn Flakes Cereal, 18 oz",18 oz,$2.45
SIMPLY NATURE,"Organic Cinnamon Raisin Granola, 12 oz",12 oz,$4.39
MILLVILLE,"Oats 'n Dark Chocolate Protein Crunchy Granola, 11 oz",11 oz,$2.65
MILLVILLE,"Cranberries and Almonds Protein Crunchy Granola, 11 oz",11 oz,$2.65
MILLVILLE,"Peanut Butter Chewy Dipped Granola Bars, 6 count",6 ct,$1.89
MILLVILLE,"Raspberry Fruit and Grain Cereal Bars, 8 count",8 ct,$2.19
SIMPLY NATURE,"Organic Apple Cinnamon Instant Oatmeal Packets, 8 count",11.29 oz,$2.75
MILLVILLE,"Honey Crunch 'n Oats Original Cereal, 18 oz",,$2.95
ELEVATION,"Chocolate Peanut Butter Protein Meal Bars, 6 count",6 ct,$5.49
MILLVILLE,"Marshmallow and Stars Cereal, 11.5 oz",11.5 oz,$2.15
MILLVILLE,"Variety Pack Instant Oatmeal, 10 count",13.5 oz,$2.05
MILLVILLE,"Mixed Berry Fruit and Grain Cereal Bars, 8 count",8 ct,$2.19
MILLVILLE,"Old Fashioned Rolled Oats, 42 oz",42 oz,$4.39
MILLVILLE,"Frosted Bite Size Shredded Wheat, 18 oz",18 oz,$2.35
MILLVILLE,"Blueberry Frosted Shredded Wheat Cereal, 16 oz",16 oz,$2.35
MILLVILLE,"Crunchy Granola Raisin Bran Crunch, 18.2 oz",18.2 oz,$2.99
MILLVILLE,"Cocoa Peanut Butter Puffs Cereal, 13 oz",13 oz,$2.15
MILLVILLE,"Apple Cinnamon Fruit and Grain Cereal Bars, 8 count",8 ct,$2.19
MILLVILLE,"Honey Wheat Puffs Cereal, 15.3 oz",15.3 oz,$2.19
MILLVILLE,"Chocolate Fudge Toaster Tarts, 12 count",,$2.45
MILLVILLE,"Berry Kids Krunch Cereal, 13 oz",13 oz,$2.99
BENTON'S,"Cinnamon Breakfast Biscuits, 5 pack",8.8 oz,$3.59
ELEVATION,"Caramel Double Chocolate Crunch Advance Snack Bars, 5 count",5 ct,$5.95
MILLVILLE,"Strawberry Frosted Shredded Wheat Cereal, 16.3 oz",16.3 oz,$2.35
SIMPLY NATURE,"Dark Chocolate Sea Salt Super Foods Gluten Free Granola, 11 oz",11 oz,$3.95
MILLVILLE,"Cinnamon Granola Crunch, 16 oz",16 oz,$4.19
MILLVILLE,"Oats and Honey Granola Crunch, 16 oz",16 oz,$4.19
MILLVILLE,"Variety Pack Chewy Granola Bars, 10 count",10 ct,$2.09
MILLVILLE,"Peanut Butter Chocolate Chip Chewy Granola Bars, 10 count",10 ct.,$2.09
MILLVILLE,"Kids Fruit and Grain Apple Cinnamon Mini Bars, 10 count",10 ct,$4.39
ELEVATION,"Chocolate Peanut Butter Maxx Bar, 4 count",7.3 oz,$4.85
MILLVILLE,"Kids Fruit and Grain Strawberry Mini Bars, 10 count",10 ct,$4.39
MILLVILLE,"Sweet & Salty Nut Peanut, Almond & Dark Chocolate Chunk Bars, 6 count",6 ct,$2.39
ELEVATION,"Dark Chocolate Sea Salt Maxx Bar, 4 count",7.3 oz,$4.85
MILLVILLE,"Cinnamon Toaster Tarts, 12 count",,$2.45
ELEVATION,"Crunchy Peanut Butter Energy Bars, 6 count",6 ct,$5.85
BENTON'S,"Orange Cranberry Breakfast Biscuit, 8.8 oz",8.8 oz,$3.59
ELEVATION,"Caramel Nut Roll Bar, 5 count",5 ct,$5.95
MILLVILLE,"Chewy Chocolate Chip Granola Bars, 10 count",10 ct.,$2.09
ELEVATION,"Blueberry Maxx Bar, 4 count",7.3 oz,$4.85
MILLVILLE,"Sweet & Salty Nut Cashew Granola Bars, 6 count",6 ct.,$2.39
ELEVATION,"Cookies 'N Cream Protein Bar, 4 count",2.05 oz,$3.85
MILLVILLE,"Chocolate Chip Chewy Dipped Granola Bars, 6 count",6 ct,$1.89
MILLVILLE,"Sweet and Salty Nut Chocolatey Pretzel and Almond Granola Bars, 6 count",6 ct,$2.39
ELEVATION,"Chocolate Peanut Butter Advance Meal Bars, 5 count",5 ct,$6.39
MILLVILLE,"Whole Grain Oats, Raisins, Almonds and Honey Crunchy Granola, 14 oz",14 oz,$2.55
ELEVATION,"White Chocolate Macadamia Nut Energy Bars, 6 count",6 ct,$5.85
MILLVILLE,"Mixed Berry Greek Yogurt Protein Chewy Granola Bars, 5 count",5 ct,$3.75
ELEVATION,"Gluten Free Cookie Dough Protein Energy Bars, 6 count",6 ct,$5.19
GENERAL MILLS,"Honey Nut Cheerios, 15.4 oz",15.4 oz,$4.45
MILLVILLE,"Dark Chocolate Peanut Butter Protein Chewy Granola Bars, 5 count",6 ct,$3.19
GENERAL MILLS,"Cinnamon Toast Crunch, 16.8 oz",16.8 oz,$4.85
ELEVATION,"Chocolate Peanut Butter High Protein Bars, 6 count",6 ct,$7.49
MILLVILLE,"Strawberry Greek Yogurt Protein Chewy Granola Bars, 5 count",5 ct,$3.75
ELEVATION,"Caramel Chocolate Peanut Nougat Advance Snack Bars, 5 count",5 ct,$5.95
MILLVILLE,"Family Size Honey Nut Crispy Oats, 19.5 oz",19.5 oz,$2.95
ELEVATION,"Chocolate Chip Energy Bars, 6 count",6 ct,$5.85
ELEVATION,"Gluten Free Yogurt Honey Peanut Protein Energy Bars, 6 count",6 ct,$5.19
MILLVILLE,"Raisin Bran Cereal, 16.6 oz",16.6 oz,$2.45
SIMPLY NATURE,"Organic Chocolate Chip Chewy Granola Bars, 8 count",8 ct,$4.19
MILLVILLE,"Cinnamon Crunch Squares, 19.3 oz",19.3 oz,$3.09
ELEVATION,"Chocolate Mint High Protein Bars, 6 count",6 ct,$7.49
MILLVILLE,"Oats 'n Honey Crunchy Granola Bar- 2 packs, 6 count",6 ct,$2.49
MILLVILLE,"Peanut, Dark Chocolate & Almond Protein Chewy Granola Bars, 5 count",6 ct,$3.19
SIMPLY NATURE,"Organic Vanilla Chip Chewy Granola Bars, 8 count",8 ct,$4.19
BREKKI,"Vanilla Cinnamon Ready to Eat Oats, 5.3 oz",5.3 oz,$2.09
ELEVATION,"Chocolate Chip Granola Advance Meal Bars, 5 count",5 ct,$6.39
GENERAL MILLS,"Family Size Count Chocula Cereal, 18.8 oz",18.8 oz.,$4.93
MILLVILLE,"Blueberry Pastry Crisps, 6 count",6 ct,$2.75
MILLVILLE,"Chocolate Pastry Crisps, 6 count",6 ct,$2.75
MILLVILLE,"Strawberry Pastry Crisps, 6 count",,$2.75
GENERAL MILLS,"Family Size Boo Berry Cereal, 16 oz",16 oz.,$4.93
SIMPLY NATURE,"Organic Maple Brown Sugar Instant Oatmeal, 8 count",11.29 oz,$2.75
POST,"Fruity Pebbles Cereal, 15 oz",15 oz.,$4.49
POST,"Cocoa Pebbles, 15 oz",15 oz.,$4.49
ELEVATION,"Chocolate Chip Kid's Baked Oat Bar, 6 count",7.62 oz,$3.65
ELEVATION,"Chocolate Brownie Bar Kid's Baked Oat Bar, 6 count",7.62 oz,$3.65
BREKKI,"Dark Chocolate Ready to Eat Oats, 5.3 oz",5.3 oz,$2.09
MILLVILLE,"Fruit & Cream Oatmeal Variety Pack, 8 count",10.5 oz,$2.05
MILLVILLE,"Variety Pack Instant Oatmeal, 10 count",15.1 oz,$1.99
KIND,"Gluten Free Dark Chocolate Cocoa Breakfast Protein Bars, 12 count",10.58 oz,$5.39
FERRERO,"Nutella B-Ready Crispy Baked Wafers, 6 count",4.6 oz,$3.99
KIND,"Penaut Butter Banana Dark Chocolate Breakfast Protein Bars, 12 count",10.58 oz,$5.39
BUILT,"Brownie Batter Protein Bars, 4 count",5.64 oz,$9.69
ELEVATION,"Gluten Free Golden Vanilla Cream Protein Bar, 4 count",2.05 oz,$3.85
MILLVILLE,"Gluten Free Salted Caramel Flavored White Chip Granola, 11 oz",11 oz,$3.75
ELEVATION,"Birthday Cake Mini High Protein Bars, 10 count",12 oz,$8.79
MILLVILLE,"Confetti Cupcake Crunchy Granola, 11 oz",11 oz,$3.75
MILLVILLE,"Blueberry Almond Shortbread Crunchy Granola, 11 oz",11 oz,$3.75
MILLVILLE,"Fiber Now 70 Calorie Lemon Flavored Bars, 6 count",,$2.75
MILLVILLE,"Fiber Now 70 Calorie Chocolate Fudge Flavored Bars, 6 count",,$2.75
MILLVILLE,"Fiber Now 70 Calorie Cinnamon Coffee Cake Flavored Bars, 6 count",,$2.75
PARK STREET DELI,"Gluten Free Peanut Butter Bar, 2.5 oz",2.29 oz,$2.09
PARK STREET DELI,"Gluten Free Dark Chocolate Chip Peanut Butter Bar, 2.3 oz",2.5 oz,$2.09
MILLVILLE,"Peanut Butter Bats Cereal, 13 oz",13 oz,$2.79
MILLVILLE,"S'mores Cereal, 13 oz",13 oz,$2.79
SIMPLY NATURE,"Gluten Free Coconut Cacao super Food Granola, 11 oz",11 oz,$3.95
MILLVILLE,"Gluten Free Cranberry Cashew Honey Granola, 12 oz",12 oz,$3.85
MILLVILLE,"Gluten Free Apple & Almond Honey Granola, 12 oz",12 oz,$3.85
BREKKI,"Cold Brew Coffee Ready to Eat Oats, 5.3 oz",5.3 oz,$2.09
ELEVATION,"Dark Chocolate Peanut Butter Nut Bars, 6 count",8.47 oz,$4.75
ELEVATION,"Dark Chocolate Nuts and Sea Salt Nut Bars, 6 count",6 ct,$4.75
ELEVATION,"Dark Chocolate Cashew Cherry Nut Bars, 6 count",6 ct,$4.75
ELEVATION,"Blueberry Greek Yogurt, 5 count",5 ct,$6.39
KELLOGG'S,"Family Size Froot Loops Cereal, 16.6 oz",16.6 oz,$5.49
MILLVILLE,"Strawberry Toaster Tarts, 12 count",,$2.45
MILLVILLE,"Blueberry Fruit & Grain Bars, 8 count",8 ct,$2.19
KIND,"Peanut Butter Dark Chocolate Grains Energy Bars, 5 count",7.1 oz,$4.99
KIND,"Mixed Berry Grains Energy Bars, 5 count",7.1 oz,$4.99
